timestamp,bible_or_anime,quote,quote_source,image_prompt,image_file,image_file_motivational,tweet_link,tweet_id
,bible,"Thou art all fair, my love; there is no spot in thee.",Song of Songs 4:7,,,,,
,bible,"If ye then be not able to do that thing which is least, why take ye thought for the rest?",Luke 12:26,,,,,
,anime,You can’t always hold on to the things that are important. By letting them go we gain something else.,Kunio Yaobi (Tamako Market),,,,,
,bible,"But my mercy shall not depart away from him, as I took it from Saul, whom I put away before thee.",2 Samuel 7:15,,,,,
,bible,The wicked is snared by the transgression of his lips: but the just shall come out of trouble.,Proverbs 12:13,,,,,
,bible,I have no greater joy than to hear that my children walk in truth.,3 John 1:4,,,,,
,anime,"What good are dreams, if all you do is work? There’s more to life than hitting the books, I hope you know.",Tamaki Suou (Ouran Highschool Host Club),,,,,
,bible,"O death, where is thy sting? O grave, where is thy victory?",1 Corinthians 15:55,,,,,
,bible,"I wisdom dwell with prudence, and find out knowledge of witty inventions.",Proverbs 8:12,,,,,
,anime,"Don’t beg for things. Do it yourself, or else you won’t get anything.",Renton Thurston (Eureka Seven),,,,,
,bible,"And his servant Zimri, captain of half his chariots, conspired against him, as he was in Tirzah, drinking himself drunk in the house of Arza steward of his house in Tirzah.",1 Kings 16:9,,,,,
,bible,"And the king said unto Haman, The silver is given to thee, the people also, to do with them as it seemeth good to thee.",Esther 3:11,,,,,
,bible,"But they understood not that saying, and were afraid to ask him.",Mark 9:32,,,,,
,bible,"At that time the LORD said unto Joshua, Make thee sharp knives, and circumcise again the children of Israel the second time.",Joshua 5:2,,,,,
,anime,The scars that you can’t see are the hardest to heal.,Nao Tamori (Charlotte),,,,,
,bible,"Rise up, ye women that are at ease; hear my voice, ye careless daughters; give ear unto my speech.",Isaiah 32:9,,,,,
,anime,"Forgetting is like a wound. The wound may heal, but it has already left a scar.",Monkey D. Luffy (One Piece),,,,,
,bible,"Know ye not, that so many of us as were baptized into Jesus Christ were baptized into his death?",Romans 6:3,,,,,
,anime,"Sometimes, people are just mean. Don’t fight mean with mean. Hold your head high.",Hinata Miyake (A Place Further than the Universe),,,,,
,bible,"When I remember thee upon my bed, and meditate on thee in the night watches.",Psalms 63:6,,,,,
,bible,"And whatsoever soul it be that doeth any work in that same day, the same soul will I destroy from among his people.",Leviticus 23:30,,,,,
,bible,Thou makest us to turn back from the enemy: and they which hate us spoil for themselves.,Psalms 44:10,,,,,
,bible,"And what can David say more unto thee? for thou, Lord GOD, knowest thy servant.",2 Samuel 7:20,,,,,
,anime,Life comes at a cost. Wouldn’t it be arrogant to die before you’ve repaid that debt?,Yuuji Kazami (The Fruit of Grisaia / Gurizaia no Kajitsu),,,,,
,anime,A dropout will beat a genius through hard work.,Rock Lee (Naruto),,,,,
,bible,And no marvel; for Satan himself is transformed into an angel of light.,2 Corinthians 11:14,,,,,
,bible,"The same came therefore to Philip, which was of Bethsaida of Galilee, and desired him, saying, Sir, we would see Jesus.",John 12:21,,,,,
,bible,"And they told him, that Jesus of Nazareth passeth by.",Luke 18:37,,,,,
,anime,"The world isn’t perfect. But it’s there for us, doing the best it can… that’s what makes it so damn beautiful.",Roy Mustang (Full Metal Alchemist),,,,,
,bible,"But if a man walk in the night, he stumbleth, because there is no light in him.",John 11:10,,,,,
,bible,Even to prepare me timber in abundance: for the house which I am about to build shall be wonderful great.,2 Chronicles 2:9,,,,,
,anime,"When you give up, that’s when the game ends.",Mitsuyoshi Anzai (Slam Dunk),,,,,
